corpus,file,line,office,section,lesson_span,lesson_count,author,work,source,author_line,incipit
Commune,Commune/C8.txt,504,Commune Dedicationis Ecclesiae,Lectio4 in 6 loco,Lectio4-5,2,Augustinus Hipponensis,Sermones,Ex Serm. 256. de Tempore.,De Sermóne sancti Augustíni Epíscopi.,"Ergo, dum novam constructionem sanctæ hujus ecclésiæ libénter attendimus, quam divíno nómini hódie dedicamus, invenimus a nobis deberi et Deo nostro máximam laudem, et sanctitati v"
Commune,Commune/C8.txt,519,Commune Dedicationis Ecclesiae,Lectio7 in 6 loco,Lectio7-9,3,Beda Venerabilis,Expositio in Lucam / homiliae de tempore,Lib. 5. Cap. 77. in Luc. 19,De Homilía Venerábilis Bedæ Presbyteri.,"Et cum venísset ad locum, suspiciens Jesus vidit illum. Perambulans Jericho Salvátor, venit ad locum, ubi præcúrrens Zachǽus sycomorum conscenderat: quia missis per mundum sui verb"
Commune,Commune/C8.txt,530,Commune Dedicationis Ecclesiae,Lectio4 in 7 loco,Lectio4-6,3,Ioannes Chrysostomus,Homiliae in Matthaeum,"Ex Hom. 33 in c. 9., Matth.",Sermo sancti Joánnis Chrysóstomi,"Commúnis ómnium domus est Ecclésia, in quam, vobis prius ingressis, nos intramus, discipulórum formam retinentes: ideóque commúniter ómnibus statim atque ingressi fuerimus, ut illi"
Commune,Commune/C8.txt,545,Commune Dedicationis Ecclesiae,Lectio7 in 7 loco,Lectio7-9,3,Beda Venerabilis,Paulo post prædicta,Paulo post prædicta,De Homilía Venerábilis Bedæ Presbyteri.,"Et cum vidérent omnes, murmurabant, dicéntes, quod ad hóminem peccatórem divertisset. Maniféstum est, Judǽos semper Géntium odisse salútem. Scriptum est enim: Sequénti vero sábbato"
Commune,Commune/C8.txt,556,Commune Dedicationis Ecclesiae,Lectio4 in 8 loco,Lectio4-5,2,Felix IV Papa,De Consecr. dist. 1. cap. 2,De Consecr. dist. 1. cap. 2,Ex Epístola prima sancti Felícis Papæ quarti.,"Tabernáculum Móysen, Dómino præcipiente, fecísse et sacrasse, cum mensa et altári ejus, et céteris vasis et utensilibus ad divínum cultum explendum, legimus: et non solum divínis p"
Commune,Commune/C8.txt,563,Commune Dedicationis Ecclesiae,Lectio6 in 8 loco,Lectio6,1,Unklarer Autor,"De Consec. dist. 1., c. 17","De Consec. dist. 1., c. 17",,"Solemnitates dedicationum ecclesiárum et sacerdótum, per síngulos annos solémniter sunt celebrandæ, ipso Dómino exémplum dante, qui ad festum dedicationis templi, ómnibus id facién"
Sancti,Sancti/01-01.txt,74,,Lectio4,Lectio4,1,Leo Magnus,Sermones,Sermo 7 de Nativitate Domini,Sermo sancti Leónis Papæ,"Festivitátis hodiérnæ, dilectíssimi, verus venerátor est, et pius cultor, qui nec de Incarnatióne Dómini áliquid falsum, nec de Deitáte áliquid sentit indígnum. Paris enim perículi"
Sancti,Sancti/01-01.txt,109,,Lectio7,Lectio7,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 2 in cap. 2 Lucæ, circa medium",Homilía sancti Ambrósii Epíscopi,"Circumcíditur ítaque Puer. Quis est iste puer, nisi ille, de quo dictum est: Puer natus est nobis, Fílius datus est nobis? Factus est enim sub lege, ut eos, qui sub lege essent, lu"
Sancti,Sancti/01-02.txt,55,In Octava S. Stephani Protomartyris,Lectio4,Lectio4,1,Augustinus Hipponensis,Sermones,Serm. 2. de S. Stephano.,Sermo sancti Augustíni Epíscopi.,"Post hestérnum festivíssimum diem, quo Salvatóris nostri Christi nobis Natívitas illúxit, étiam hodiérnus dies beáti Mártyris Stéphani coróna illustrátur. Mártyris illíus mérita nu"
Sancti,Sancti/01-02.txt,70,In Octava S. Stephani Protomartyris,Lectio7,Lectio7-8,2,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 4. Comment. in cap. 23. Matth.,Homilía sancti Hierónymi Presbýteri,"Jerúsalem, Jerúsalem, quæ occídis prophétas. Jerúsalem, non saxa et ædifícia civitátis, sed habitatóres vocat: quam plangit patris afféctu, sicut et in álio loco légimus, quod vide"
Sancti,Sancti/01-02.txt,82,In Octava S. Stephani Protomartyris,Lectio9,Lectio9,1,Augustinus Hipponensis,Sermones,Sermo 2 de S. Stephano,Sermo sancti Augustíni Epíscopi,"Christus caput Mártyrum prior passus est pro nobis, relínquens vobis exémplum, ut sequámini vestígia ejus. Cujus passiónis vestígia prosecútus beatíssimus Stéphanus, confiténdo Chr"
Sancti,Sancti/01-03.txt,49,In Octava S. Joannis Apostoli et Evangelistæ,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Tractatus 36,Tractatus 36,Ex Tractatu sancti Augustíni Epíscopi in Joánnem,"In quátuor Evangéliis, vel pótius quátuor libris uníus Evangélii, sanctus Joánnes Apóstolus non immérito secúndum intelligéntiam spiritálem áquilæ comparátus, áltius multóque sublí"
Sancti,Sancti/01-03.txt,64,In Octava S. Joannis Apostoli et Evangelistæ,Lectio7,Lectio7-8,2,Ioannes Chrysostomus,"Hom. 87. in Joann., circa med.","Hom. 87. in Joann., circa med.",Homilía sancti Joánnis Chrysóstomi,"Cum magna Christus Petro communicásset, orbis terrárum curam demandásset, martýrium prædixísset et majórem erga eum dilectiónem testátus esset: cum vellet Petrus Joánnem sócium et "
Sancti,Sancti/01-04.txt,44,In Octava Ss. Innocentium,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,Sermo 1 de Innocentibus,Sermo sancti Augustíni Epíscopi,"Nascénte Dómino, luctus cœpit, non cælo, sed mundo: indícitur mátribus lamentátio, Angelis exsultátio, infántibus transmigrátio. Deus est, qui natus est: Innocéntes illi debéntur v"
Sancti,Sancti/01-04.txt,59,In Octava Ss. Innocentium,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,"Ex Hom. 8 in Matth., ante med.",Homilía sancti Joánnis Chrysóstomi,"Quæ cum audísset Joseph, nequáquam passus est scándalum, neque dixit: Incérta ista res est, ac prorsus ambígua. Tu paulo ante dicébas, quia salvábit populum suum, et nunc seípsum q"
Sancti,Sancti/01-05.txt,40,,Lectio4,Lectio4-5,2,Augustinus Hipponensis,Sermones,Sermo 13 de Tempore,Sermo sancti Augustíni Epíscopi,"Dóminus noster Jesus Christus, fratres caríssimi, qui in ætérnum est cunctórum Creátor, hódie de matre nascéndo factus est nobis Salvátor. Natus est nobis hódie in témpore per volu"
Sancti,Sancti/01-05.txt,55,,Lectio7,Lectio7-8,2,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 in Comment. in cap. 2 Matthæi,Homilía sancti Hierónymi Presbýteri,"Ex hoc loco intellígimus non solum Heródem, sed et sacerdótes et scribas eódem témpore necem Dómini fuísse meditátos. Qui surgens accépit púerum, et matrem ejus. Non dixit: Accépit"
Sancti,Sancti/01-06.txt,162,,Lectio4,Lectio4-5,2,Leo Magnus,Sermones,Sermo 2 de Epiphania,Sermo sancti Leónis Papæ,"Gaudéte in Dómino, dilectíssimi, íterum dico, gaudéte: quóniam brevi intervállo témporis, post solemnitátem Nativitátis Christi, festívitas declaratiónis ejus illúxit: et quem in i"
Sancti,Sancti/01-06.txt,197,,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae,Homilia 10 in Evang.,Homilía sancti Gregórii Papæ,"Sicut in lectióne evangélica, fratres caríssimi, audístis, cæli Rege nato, rex terræ turbátus est: quia nimírum terréna altitúdo confúnditur, cum celsitúdo cæléstis aperítur. Sed q"
Sancti,Sancti/01-07.txt,29,,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,"Sermo 2 de Epiphania, qui est 30 de Tempore",Sermo sancti Augustíni Epíscopi,"Ad partum Vírginis adorándum Magi ab Oriénte venérunt. Hunc diem hódie celebrámus: huic debitum solemnitáti sermónem persolvimus. Illis dies iste primus illuxit, anniversaria nobis"
Sancti,Sancti/01-07.txt,44,,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 10 in Evangelia,De Homilía sancti Gregórii Papæ,"Nativitáte Regis nostri cógnita, Heródes ad callida arguménta convértitur; et ne terreno regno privarétur, renuntiari sibi ubi puer inveniátur, postulat. Adorare eum velle se símul"
Sancti,Sancti/01-08.txt,29,,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,Sermo 2 de Epiphania,De Sermóne sancti Augustíni Epíscopi,"Cum tam multi jam nati, atque defuncti essent reges Judæórum, numquid quemquam eórum adorándum Magi quæsiérunt? Non, quia nec quemquam eórum cælo loquénte didicérunt. Verúmtamen, q"
Sancti,Sancti/01-08.txt,44,,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Ex Homilía 10 in Evangelia,De Homilía sancti Gregórii Papæ,"Magi vero aurum, thus et myrrham déferunt. Aurum quippe Regi congruit, thus vero in Dei sacrifícium pónitur, myrrha autem mortuórum córpora condiúntur. Eum ergo Magi, quem adorant,"
Sancti,Sancti/01-09.txt,29,,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,Sermo 1 de Epiphania,Sermo sancti Leónis Papæ,"Celebrato próximo die, quo intemeráta virginitas humani generis edidit Salvatórem, Epiphaníæ nobis, dilectíssimi, veneranda festívitas dat perseverantiam gaudiórum: ut inter cognat"
Sancti,Sancti/01-09.txt,44,,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Ex Homilía 10 in Evangelia,De Homilía sancti Gregórii Papæ,"Magnum vero nobis aliquid Magi ínnuunt, quod in regiónem suam per aliam viam revertúntur. In eo namque quod admóniti faciunt, nobis profecto insinuant quid faciámus. Regio quippe n"
Sancti,Sancti/01-10.txt,31,,Lectio4,Lectio4-6,3,Maximus Taurinensis,Sermones,Homilia 1 de Epiphania,Sermo sancti Máximi Epíscopi,"In hac, dilectíssimi, celebritate, sicut relatu paternæ traditiónis instrúimur, multíplici nobis est festivitate lætándum. Ferunt enim, hódie Christum Dóminum nostrum vel stella du"
Sancti,Sancti/01-10.txt,46,,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 Comment. in cap. 2. Matth.,Homilía sancti Hierónymi Presbýteri,"Vídimus enim stellam ejus in Oriénte. Ad confusiónem Judæórum, ut nativitátem Christi a Géntibus díscerent, óritur in Oriénte stella; quam futuram, Bálaam, cujus successores erant,"
Sancti,Sancti/01-11.txt,30,,Lectio4,Lectio4-6,3,Fulgentius Ruspensis,Sermones,"Ex Serm. 5 qui est de Epiphania, sub initium",Sermo sancti Fulgéntii Epíscopi,"Ipse Deus, qui sibi in véteri testaménto primítias offérri mandávit, homo natus Géntium primítias suo cultui dedicávit. Pastóres fuérunt primítiæ Judæórum: Magi facti sunt primítiæ"
Sancti,Sancti/01-11.txt,45,,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 2 in Lucam cap. 2, post init.",Homilía sancti Ambrósii Epíscopi,"Quæ sunt ista veræ fídei múnera? Aurum Regi, thus Deo, myrrha defúncto. Aliud enim Regis insígne, áliud divínæ sacraméntum potestátis, áliud honor est sepultúræ, quæ non corrúmpat "
Sancti,Sancti/01-13.txt,43,,Lectio4,Lectio4-6,3,Gregorius Magnus,Sermones,Oratio in sancta Lumina,Sermo sancti Gregórii Nazianzéni,"Non possum cohibére lætítiæ voluptátem, sed mente extóllor, et affícior: et própriæ pusillitátis oblítus, offícium magni Joánnis, immo pótius famulátum subíre conténdo, ac géstio: "
Sancti,Sancti/01-13.txt,58,,Lectio7,Lectio7,1,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 6 in Joann., ante med.",Homilía sancti Augustíni Epíscopi,"Antequam veníret Dóminus ut baptizarétur a Joánne in Jordáne, nóverat eum illis vócibus, ubi ait: Tu ad me venis baptizári? ego a te débeo baptizári. Sed ecce Dóminum nóverat, nóve"
Sancti,Sancti/01-18.txt,58,Cathedræ S. Petri Romæ,Lectio4,Lectio4,1,Leo Magnus,Sermones,"Sermo 1 de Ss. Apost. Petro et Paulo, ante medium.",Sermo sancti Leónis Papæ,"Cum duódecim Apóstoli, accépta per Spíritum Sanctum ómnium locutióne linguárum, imbuéndum Evangélio mundum, distribútis sibi terrárum pártibus, suscepíssent, beatíssimus Petrus, pr"
Sancti,Sancti/01-18.txt,82,Cathedræ S. Petri Romæ,Lectio7,Lectio7-8,2,Hilarius Pictaviensis,"Comment. in Matth. can. 16, post initium","Comment. in Matth. can. 16, post initium",Homilía sancti Hilarii Epíscopi,"Dóminus a discípulis requírit, quem se hómines esse dícerent; ut adjécit, hóminis fílium. Hæc enim confessiónis tenénda rátio est, ut sicut Dei Fílium, ita et fílium hóminis meminé"
Sancti,Sancti/01-21.txt,63,S. Agnetis Virginis et Martyris,Lectio4,Lectio4-6,3,Ambrosius Mediolanensis,"Liber 1, post initium","Liber 1, post initium",Ex libro S. Ambrósii Epíscopi de Virgínibus,"Hódie natális est Vírginis, integritátem sequámur. Natális est Mártyris, hóstias immolémus. Natális est sanctæ Agnétis, miréntur viri, non despérent párvuli, stúpeant nuptæ, imitén"
Sancti,Sancti/01-21.txt,94,S. Agnetis Virginis et Martyris,Lectio94,Lectio94,1,Ambrosius Mediolanensis,"Liber 1, post initium","Liber 1, post initium",Ex libro S. Ambrósii Epíscopi de Virgínibus,"Hódie natális est Vírginis, integritátem sequámur. Natális est Mártyris, hóstias immolémus. Natális est sanctæ Agnétis, miréntur viri, non despérent párvuli, stúpeant nuptæ, imitén"
Sancti,Sancti/01-25.txt,71,In Conversione S. Pauli Apostoli,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,Sermo 14 de Sanctis,Sermo sancti Augustíni Epíscopi,"Hódie de Actibus Apostolórum léctio hæc pronuntiáta est, ubi Paulus Apóstolus, ex persecutóre Christianórum, annuntiátor factus est Christi. Prostrávit enim Christus persecutórem, "
Sancti,Sancti/01-26.txt,20,S. Polycarpi Episcopi et Martyris,Lectio4,Lectio4-6,3,Hieronymus Stridonensis,Cap. 17,Cap. 17,Ex libro sancti Hierónymi Presbýteri de Scriptóribus ecclesiásticis,"Polycárpus, Joánnis Apóstoli discípulus et ab eo Smyrnæ epíscopus ordinátus, totíus Asiæ princeps fuit, quippe qui nonnúllos Apostolórum et eórum qui víderant Dóminum, magístros ha"
Sancti,Sancti/02-01.txt,22,S. Ignatii Episcopi et Martyris,Lectio4,Lectio4-6,3,Hieronymus Stridonensis,Cap. 16,Cap. 16,Ex libro sancti Hierónymi Presbýteri de Scriptóribus ecclesiásticis,"Ignátius, Antiochénæ ecclésiæ tértius post Petrum Apóstolum epíscopus, commovénte persecutiónem Trajáno, damnátus ad béstias, Romam vinctus míttitur. Cumque návigans Smyrnam veníss"
Sancti,Sancti/02-01.txt,41,S. Ignatii Episcopi et Martyris,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 51 in Joánn., sub med.",Homilía sancti Augustíni Epíscopi,"Ipse Dóminus Jesus erat granum mortificándum et multiplicándum; mortificándum infidelitate Judæórum, multiplicándum fide populórum. Jam vero exhortans ad passiónis suæ sectanda ves"
Sancti,Sancti/02-02.txt,74,,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,"Sermo 13 de Tempore, post initium",Sermo sancti Augustíni Epíscopi,Sic olim prædíctum est: Mater Sion dicit: Homo et homo factus est in ea; et ipse fundávit eam Altíssimus. O omnipoténtia nascéntis! o magnificéntia de cælo ad terram descendéntis! 
Sancti,Sancti/02-02.txt,109,,Lectio7,Lectio7,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 2 Comment. in Lucæ cap. 2, post initium",Homilía sancti Ambrósii Epíscopi,"Et ecce homo erat in Jerúsalem, cui nomen Símeon, et homo iste justus et timorátus, exspéctans consolatiónem Israël. Non solum ab Angelis, et prophétis, et a pastóribus, sed étiam "
Sancti,Sancti/02-10.txt,23,S. Scholasticæ Virginis,Lectio4,Lectio4-5,2,Gregorius Magnus,"Lib. 2, Cap. 33.","Lib. 2, Cap. 33.",Ex libro Dialogórum sancti Gregórii Papæ,"Scholástica, venerábilis patris Benedícti soror, omnipoténti Dómino ab ipso infántiæ témpore dedicáta, ad eum semel per annum veníre consuéverat; ad quam vir Dei non longe extra já"
Sancti,Sancti/02-22.txt,115,In Cathedra S. Petri Apostoli Antiochiæ,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,Sermo 15 de Sanctis,Sermo sancti Augustíni Epíscopi,"Institútio solemnitátis hodiérnæ a senióribus nostris Cáthedræ nomen accépit, ídeo quod primus Apostolórum Petrus hódie episcopátus cáthedram suscepísse referátur. Recte ergo ecclé"
Sancti,Sancti/02-22.txt,150,In Cathedra S. Petri Apostoli Antiochiæ,Lectio7,Lectio7-8,2,Leo Magnus,Sermones,"Sermo 3 in annivers. assumpt. suæ, post initium",Homilía sancti Leónis Papæ,"Apóstolos Dóminus, quid de se hómines opinéntur, intérrogat: et tamdiu sermo respondéntium commúnis est, quámdiu humánæ intellegéntiæ ambigúitas explicátur. At ubi quid hábeat sens"
Sancti,Sancti/02-24.txt,61,S. Matthiæ Apostoli,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones de verbis Domini,Sermo 10 de verbis Domini,Homilía sancti Augustíni Epíscopi,"Veníte ad me, omnes qui laborátis. Quare enim omnes laborámus, nisi quia sumus hómines mortáles, frágiles, infírmi, lútea vasa portántes, quæ fáciunt ínvicem angústias? Sed, si ang"
Sancti,Sancti/03-08.txt,34,S. Joannis de Deo Confessoris,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,Homilia 72 in Matthæum,Homilía sancti Joánnis Chrysóstomi,"Sadducæis confúsis, pharisæi rursus aggrediúntur; cumque quiéscere oporteret, decertare voluérunt: et legis perítiam profitentem præmittunt, non discere, sed tentare cupiéntes; ac "
Sancti,Sancti/03-12.txt,44,S. Gregorii Papæ Confessoris et Ecclesiæ Doctoris,Lectio7,Lectio7-9,3,Leo Magnus,Sermones,"Sermo 2 in anniversario assumpt. suæ, ante medium",Homilía sancti Leónis Papæ,"Cum, sicut evangélica lectióne reserátum est, interrogásset Dóminus discípulos, quem ipsum (multis divérsa opinántibus) créderent; respondissétque beátus Petrus, dicens: Tu es Chri"
Sancti,Sancti/03-12.txt,53,S. Gregorii Papæ Confessoris et Ecclesiæ Doctoris,Lectio7,Lectio7-9,3,Gregorius Magnus,Ex Homilía 17 in Lucæ 10 ante med.,Ex Homilía 17 in Lucæ 10 ante med.,Homilía sancti Gregórii Papæ,"Considerándum nobis est, ut, qui una eadémque exhortatiónis voce non súfficit simul cunctos admonére, stúdeat síngulos, in quantum valet, instrúere, privátis locutiónibus ædificáre"
Sancti,Sancti/03-18.txt,37,S. Cyrilli Episcopi Hierosolymitani Confessoris et Ecclesiæ Doctoris,Lectio7,Lectio7-8,2,Athanasius Alexandrinus,"In Apologia de fuga sua, ante med.","In Apologia de fuga sua, ante med.",Homilia sancti Athanasii Epíscopi.,"In lege præceptum erat ut constituerentur civitates refugiorum, ut qui quomodocumque ad necem quærerentur, servari possent. In consummatione porro sæculorum cum advenisset illud ip"
Sancti,Sancti/03-19.txt,160,S. Joseph Sponsi B.M.V. Confessoris,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones,"Homil. 2 super Missus est, prope finem",Sermo sancti Bernárdi Abbátis,"Quis et qualis homo fúerit beátus Joseph, cónice ex appellatióne, qua, licet dispensatória, méruit honorári ádeo, ut pater Dei et dictus et créditus sit; cónice et ex próprio vocáb"
